"PRODUCT_ID","LANGUAGE_ID","TRANSLATED_NAME","TRANSLATED_DESCRIPTION"
1792,"PL","Industrial 600/DQ","Szerokoformatowa, szybka drukarka robocza. Wymiary (wys. x szer. x g??b.): 57 x 65 x 51 cm. Papier: od 7,6 x 12,7 cm do 27,9 x 43,2 cm pe?nego zadruku."
1792,"PT","Industrial 600/DQ","Impressora de alta velocidade para linhas largas com capacidade para cor, at? 600 caracteres por segundo em modo de rascunho. Dimens?es (AxLxP): 22,31 x 25,73 x 20,12 polegadas. Dimens?o do papel: 3x5 polegadas at? 11x17 polegadas."
1792,"PTB","Industrial 600/DQ","Impressora de alta velocidade no modo rascunho, com ampla capacidade de cores do carro, de 600 caracteres por segundo. Dimens?es (AxLxP): 22,31 x 25,73 x 20,12 polegadas. Tamanho do papel: de 3x5 a 11x17 polegadas no formato amplo sangrado total."
1792,"RO","Industrial 600/DQ","Imprimant? de mare vitez?, 600 caractere pe secund?, color, calitate schi??. Dimensiuni (HxLxl): 22,31 x 25,73 x 20,12 inch. Dimensiuni h?rtie: de la 3x5 inch la 11x17 inch, format lat, dep??ire integral?."
1792,"RU","Industrial 600/DQ","??????? ??? ???????? ?????? ? ??????? ????????, ????????? ?????? 600 ???????? ? ??????? ? ???????????? ??????? ??????. ??????? (?x?x?): 22,31 x 25,73 x 20,12 ??????. ?????? ??????: ?????????????? ??????? ?????? ?? ???????? ?? 3x5 ?????? ?? 11x17 ??????."
1792,"S","Industrial 600/DQ","Bred skrivare f?r utkastkvalitet, f?rgkapacitet, h?g hastighet med 600 tecken per sekund. M?tt (HxBxD): 22,31 x 25,73 x 20,12 tum. Pappersformat: 3x5 till 11x17 tum, brett format med fullt utfall."
1792,"SF","Industrial 600/DQ","Leve? 600 merkki? sekunnissa tulostava huippunopea vedostulostin, jossa on v?rimahdollisuus. Mitat (K x L x S): 22,31 x 25,73 x 20,12 tuumaa (567 x 654 x 511 mm). Paperikoko: leve? malli 3 x 5 - 11 x 17 tuumaa (7,62 x 12,7 - 27,94 x 43,18 cm) reunoihin saakka."
1792,"SK","Industrial 600/DQ","Vysokor?chlostn? tla?iare? s konceptovou kvalitou tla?e a r?chlos?ou 600 znakov za sekundu, so ?irok?m voz?kom a mo?nos?ou farebnej tla?e. Rozmery (V x ? x H): 22,31 x 25,73 x 20,12 palcov. Ve?kos? papiera: 3x5 palcov? a? 11x17 palcov? form?t ""full bleed wide""."
1792,"TH","Industrial 600/DQ","?????????????????????????????????????????????? ??????????? 600 ??????????????? ???? (HxWxD): 22.31 x 25.73 x 20.12 ???? ??????????: 3x5 ???????????????????? 11x17 ????????????"
1792,"TR","Industrial 600/DQ","Geni? ta??ma renk kapasitesi saniyede 600 karakter basabilen y?ksek h?zl? taslak yaz?c?s?. Boyutlar (YxGxD): 22,31 x 25,73 x 20,12 in?. Ka??t boyutu: 3x5 in?-11x17 in? aras? tam bo?alt?ma sahip geni? format."
1792,"US","Industrial 600/DQ","Wide carriage color capability 600 characters per second high-speed draft printer. Dimensions (HxWxD): 22.31 x 25.73 x 20.12 inch. Paper size: 3x5 inch to 11x17 inch full bleed wide format."
1792,"ZHS","???? 600/DQ","??????????????, ???? 600 ?????? (?x?x?) ? 22.31 x 25.73 x 20.12 ???????? 3x5 ??? 11x17 ??(??)?"
1792,"ZHT","Industrial 600/DQ","????????????????? 600 ????????????? (HxWxD)?22.31 x 25.73 x 20.12 ???????3x5 ?? 11x17 ??????"
1794,"AR","OSI 8-16/IL","OSI ?????? 8 ??? 16 - ????? ??????"
1794,"CA","OSI 8-16/IL","Capa OSI de 8 a 16 - Llic?ncia incremental"
1794,"CS","OSI 8-16/IL","OSI vrstva 8 a? 16 - p??r?stkov? licence"
1794,"D","OSI 8-16/IL","OSI Layer 8 to 16 - Inkrementelle Lizenz"
1794,"DK","OSI 8-16/IL","OSI-layer 8 til 16 - Udvidet licens"
1794,"E","OSI 8-16/IL","Nivel 8 a 16 de OSI - Licencia Incremental"
1794,"EL","OSI 8-16/IL","??????? OSI ??? 8 ??? 16 - ????? ?????????"
1794,"ESA","OSI 8-16/IL","Nivel 8 a 16 de OSI - Licencia Incremental"
1794,"F","OSI 8-16/IL","Couche OSI 8 ? 16 - licence incr?mentielle"
1794,"FRC","OSI 8-16/IL","Couche OSI 8 ? 16 - licence incr?mentielle"
1794,"HU","OSI 8-16/IL","OSI-szint 8-t?l 16-ig - n?vekv? licenc"
1794,"I","OSI 8-16/IL","Layer OSI da 8 a 16 - Licenza incrementale"
1794,"IW","OSI 8-16/IL","OSI Layer 8 to 16 - ?????? ?????"
1794,"JA","OSI 8-16/IL","OSI????8??16 - ????????"
1794,"KO","OSI 8-16/IL","OSI ? 8 ~ 16 - ?? ????"
1794,"N","OSI 8-16/IL","OSI-lag 8 til 16 - Inkrementell lisens"
1794,"NL","OSI 8-16/IL","OSI-laag 8 tot 16 - Incrementele licentie"
1794,"PL","OSI 8-16/IL","Warstwy OSI od 8 do 16 - licencja przyrostowa"
1794,"PT","OSI 8-16/IL","Camada OSI 8 a 16 - Licen?a Incremental"
1794,"PTB","OSI 8-16/IL","Camada OSI de 8 a 16 - Licen?a de Incremento"
1794,"RO","OSI 8-16/IL","OSI Nivel 8 - 16 - Licen?? incremental?"
1794,"RU","OSI 8-16/IL","OSI ?????? ? 8 ?? 16 - ???????? ? ???????????? ???????????"
1794,"S","OSI 8-16/IL","OSI-lager 8 till 16 - P?byggnadslicens"
1794,"SF","OSI 8-16/IL","OSI-kerros 8-16 - Lis?lisenssi."
1794,"SK","OSI 8-16/IL","OSI Layer 8 to 16 - inkrement?lna licencia"
1794,"TH","OSI 8-16/IL","??????? OSI 8 ??? 16 - ????????????????????????"
1794,"TR","OSI 8-16/IL","OSI Katman 8 - 16 - Art??l? Lisans"
1794,"US","OSI 8-16/IL","OSI Layer 8 to 16 - Incremental License"
1794,"ZHS","OSI 8-16/IL","OSI ?(8 ? 16) - ????"
1794,"ZHT","OSI 8-16/IL","OSI ? 8 ??? 16 ? - ?????"
1797,"AR","????? ???? ??? ????? C/8/HQ","????? ???? ??? ?????? ?????? ???? 8 ????? ?? ???????? (???? ????) ??? ??? ?????. ???????: 16 ???? ????. ??????? (???????? ? ????? ? ?????): 7.3 ? 17.5 ? 14 ????. ??? ??????: A4?? US Letter ?? ??????. ???????: ??????? ?? Centronics ????????, IEEE 1284."
1797,"CA","Inkjet C/8/HQ","Impressora d'injecci? de tinta, en color, 8 p?gines per minut, gran resoluci? (qualitat fotogr?fica). Mem?ria: 16 MB. Dimensions (alt. x amp. x prof.): 18,54 x 44,45 x 35,56 cm. Mida del paper: A4, Carta US, sobres. Interf?cie: paral?lela Centronics, d'acord amb IEEE 1284."
1797,"CS","Inkoustov? tisk?rna C/8/HQ","Inkoustov? tisk?rna, barevn?, 8 str./min., vysok? rozli?en? (fotografick? kvalita). Pam??: 16 MB. Rozm?ry (Vx?xH): 7,3 x 17,5 x 14 palc?. Form?t pap?ru: A4, US letter, ob?lky. Rozhran?: Centronics paraleln?, kompatibiln? s IEEE 1284."
1797,"D","Inkjet C/8/HQ","Tintenstrahldrucker, Farbe, 8 Seiten pro Minute, hochaufl?send (Photo-Qualit?t). Speicher: 16 MB. Abmessungen (HxBxT): 7,3 x 17,5 x 14 Zoll. Papiergr??e: A4, Umschl?ge. Schnittstelle: Centronics parallel, IEEE 1284-konform."
1797,"DK","Inkjet C/8/HQ","Inkjet-printer, farve, 8 sider pr. minut, h?j opl?sning (fotokvalitet). Hukommelse: 16MB. Dimensioner (HxBxD): 7.3 x 17.5 x 14 tommer. Papirformat: A4, DA Letter, konvolutter. Interface: Centronics parallel, IEEE 1284-kompatibel."
1797,"E","Inyecci?n de Tinta C/8/HQ","Impresora de inyecci?n de tinta en color, 8 p?ginas por minuto, alta resoluci?n (calidad fotogr?fica). Memoria: 16 MB. Dimensiones (Alto x Ancho x Largo): 18,5 x 44,4 x 35,5 cm (7,3 x 17,5 x 14 pulgadas). Tama?o del papel: A4, carta, sobres. Interfaz: Paralela Centronics, compatible con IEEE 1284."
1797,"EL","Inkjet C/8/HQ","????????? ????????, ????????, 8 ??????? ?? ?????, ????? ??????? (??????????? ????????). ?????: 16MB. ?????????? (?x?x?): 7,3 x 17,5 x 14 ??????. ??????? ???????: A4, US Letter, ???????. ??????????: ????????? Centronics, ??????????? ?? IEEE 1284."
1797,"ESA","Inyecci?n de Tinta C/8/HQ","Impresora de inyecci?n de tinta en color, 8 p?ginas por minuto, alta resoluci?n (calidad fotogr?fica). Memoria: 16 MB. Dimensiones (Alto x Ancho x Largo): 18,5 x 44,4 x 35,5 cm (7,3 x 17,5 x 14 pulgadas). Tama?o del papel: A4, carta, sobres. Interfaz: Paralela Centronics, compatible con IEEE 1284."
1797,"F","Inkjet C/8/HQ","Imprimante ? jet d'encre couleur, 8 pages par minute, haute r?solution (qualit? photo). M?moire : 16 Mo. Dimensions (HxLxP) : 7.3 x 17.5 x 14 pouces. Format de papier : A4, US Letter, enveloppes. Interface : parall?le Centronics, compatible IEEE 1284."
1797,"FRC","Inkjet C/8/HQ","Imprimante ? jet d'encre couleur, 8 pages par minute, haute r?solution (qualit? photo). M?moire : 16 Mo. Dimensions (HxLxP) : 7.3 x 17.5 x 14 pouces. Format de papier : A4, US Letter, enveloppes. Interface : parall?le Centronics, compatible IEEE 1284."
1797,"HU","Tintasugaras C/8/HQ","Tintasugaras nyomtat?, sz?nes, 8 lap percenk?nt, nagy felbont?s (fot?min?s?g). Mem?ria: 16 MB. M?retek: (m x sz x h): 7,3 x 17,5 x 14 h?velyk. Pap?rm?ret: A4, US legal, bor?t?k. Csatol?: p?rhuzamos Centronics, IEEE 1284-szabv?ny?."
1797,"I","Stampante a getto d'inchiostro C/8/HQ","Stampante a getto d'inchiostro a colori, 8 pagine al minuto, alta risoluzione (qualit? fotografica). Memoria: 16MB. Dimensioni (AxLxP): 7,3 x 17,5 x 14 pollici. Dimensioni foglio: A4, US Letter, buste. Interfaccia: parallela Centronics, conforme IEEE 1284."
1797,"IW","????? ??? C/8/HQ","????? ????? ???, ???????, 8 ?????? ????, ???? ???????? ????? (????? ?????). ??????: 16MB. ????? (? x ? x ?): 18.54 x? 44.45 x? 35.56 ?""?. ???? ????: A4, US Letter, ??????. ????: Centronics ??????, ???? IEEE 1284."
1797,"JA","Inkjet C/8/HQ","?????????????????8???/??????(????)?????: 16MB???(HxWxD): 18.3x43.8x35cm??????: A4?US??????????????: ?????????????IEEE 1284???"
1797,"KO","Inkjet C/8/HQ","??? ???, ??, ?? 8??? ??, ????(?? ??). ???: 16MB. ??(??x??x??): 7.3 x 17.5 x 14??. ?? ??: A4, US Letter, envelopes. ?????: ????? ??, IEEE 1284 ??."
1797,"N","Blekkskriver C/8/HQ","Blekkskriver, farger, 8 sider per minutt, h?y oppl?sning (fotokvalitet). Minne: 16 MB. St?rrelse (HxBxD): 7,3 x 17,5 x 14 tommer. Papirst?rrelse: A4, US Letter, konvolutter. Grensesnitt: Centronics parallelt, IEEE 1284-samsvarende."
1797,"NL","Inkjet C/8/HQ","Inkjetprinter, kleur, 8 pagina's per minuut, hoge resolutie (fotokwaliteit). Geheugen: 16 MB. Afmetingen (hxbxd): 18,5 x 44,5 x 16,5 cm. Papierformaat: A4, US Letter, enveloppen. Interface: Centronics parallel, IEEE 1284 compatibel."
1797,"PL","Inkjet C/8/HQ","Drukarka atramentowa, kolorowa, 8 stron na minut?, wysoka rozdzielczo?? (jako?? fotograficzna). Pami??: 16MB. Wymiary (wys. x szer. x g??b.): 19 x 44 x 36 cm. Papier: A4, US Letter, koperty. Interfejs: r?wnoleg?y Centronics, zgodny z IEEE 1284."
1797,"PT","Inkjet C/8/HQ","Impressora de jacto de tinta, a cores, 8 p?ginas por minuto, alta resolu??o (qualidade fotogr?fica). Mem?ria: 16MB. Dimens?es (AxLxP): 7,3 x 17,5 x 14 polegadas. Dimens?o do papel: A4, US Letter, envelopes. Interface: Centronics paralela, em conformidade com IEEE 1284."
1797,"PTB","Inkjet C/8/HQ","Impressora a jato de tinta, colorida, 8 p?ginas por minuto, de alta resolu??o (qualidade fotogr?fica). Mem?ria: 16MB. Dimens?es (AxLxP): 7,3 x 17,5 x 14 polegadas. Tamanho do Papel: A4, Carta, envelopes. Interface: Centronics paralela, compat?vel com IEEE 1284."
1797,"RO","Inkjet C/8/HQ","Imprimant? cu jet de cerneal?, color, 8 pagini/minut, rezolu?ie ?nalt? (calitate fotografic?). Memorie: 16MO. Dimensiuni (HxLxl): 7,3 x 17,5 x 14 inch. Dimensiuni h?rtie: A4, US letter, plic. Interfa??: paralel? Centronics, compatibil? IEEE 1284."
1797,"RU","Inkjet C/8/HQ","??????? ???????? ???????, 8 ??????? ? ??????, ??????? ?????????? (??????????????? ????????). ??????: 16 ??. ??????? (?x?x?): 7,3 x 17,5 x 14 ??????. ?????? ??????: A4, US Letter, ????????. ?????????: ???????????? Centronics, ??????????? ?? ?????????? IEEE 1284."
1797,"S","Inkjet C/8/HQ","Bl?ckstr?leskrivare, f?rg, 8 sidor per minut, h?g uppl?sning (fotografisk kvalitet). Minne: 16 MB. M?tt (HxBxD): 7,3 x 17,5 x 14 tum. Pappersformat: A4, SE Letter, kuvert. Gr?nssnitt: Centronics parallellt, IEEE 1284-anpassat."
1797,"SF","Mustesuihku C/8/HQ","Mustesuihkuv?ritulostin, 8 sivua minuutissa, korkea tulostustarkkuus valokuvalaadulla. Muisti: 16 megatavua. Mitat (K x L x S): 7,3 x 17,5 x 14 tuumaa (185 x 445 x 356 mm). Paperikoko: A4, US Letter, kirjekuoret. Liit?nt?: Centronics-rinnakkaisliit?nt?, IEEE 1284 -yhteensopiva."
1797,"SK","Inkjet C/8/HQ","Atramentov? tla?iare?, farebn?, 8 str?n za min?tu, vysok? rozl??enie (fotografick? kvalita). Pam??: 16 MB. Rozmery (V x ? x H): 7,3 x 17,5 x 14 palcov. Ve?kos? papiera: A4, US Letter, ob?lky. Rozhranie: Centronics parallel, v zhode s IEEE 1284."
1797,"TH","Inkjet C/8/HQ","??????????????????????? ???????? 8 ??????????? ?????????????? (????????????????) ???????????: 16MB ???? (HxWxD): 7.3 x 17.5 x 14 ???? ??????????: A4, US Letter ???????????? ???????????: ??????? Centronics ??????????? IEEE 1284"
1797,"TR","Inkjet C/8/HQ","Inkjet yaz?c?, renkli, dakikada 8 sayfa, y?ksek ??z?n?rl?k (foto?raf kalitesi). Bellek: 16 MB. Boyutlar (YxGxD): 7,3 x 17,5 x 14 in?. Ka??t boyutu: A4, ABD Letter, zarflar. Aray?z: paralel Centronics, IEEE 1284 uyumlu."
1797,"US","Inkjet C/8/HQ","Inkjet printer, color, 8 pages per minute, high resolution (photo quality). Memory: 16MB. Dimensions (HxWxD): 7.3 x 17.5 x 14 inch. Paper size: A4, US Letter, envelopes. Interface: Centronics parallel, IEEE 1284 compliant."
1797,"ZHS","Inkjet C/8/HQ","???????, ???? 8 ?/??, ????(????)??? 16MB??? (?x?x?) ? 7.3 x 17.5 x 14 ???????? A4, US Letter ????????? IEEE 1284 ? Centronics ?????"
1797,"ZHT","????? C/8/HQ","????????????? 8 ?????? (????)?????16MB??? (HxWxD): 7.3 x 17.5 x 14 ???????A4?US Letter????????? Centronics ????IEEE 1284 ???"
1799,"AR","SPNIX3.3 - SL","????? ???? ???????: SPNIX V3.3 -????? ?????? ???????. ???? 10 ?????? ???? ?????? ?????? ?? ???????? ?? ??????????. ?? ???? ????? ??????? ??????."
1799,"CA","SPNIX3.3 - SL","Software de Sistema Operatiu: SPNIX V3.3 - Llic?ncia de servidor base. Inclou 10 llic?ncies generals per a administradors del sistema, desenvolupadors o usuaris. No inclou la llic?ncia per a usuari de xarxa."
1799,"CS","SPNIX3.3 - SL","Software opera?n?ho syst?mu: SPNIX v. 3.3 - z?kladn? licence pro server. Zahrnuje 10 v?eobecn?ch licenc? pro spr?vu syst?mu, v?voj??e nebo u?ivatele. ??dn? licence pro s??ov? u?ivatele."
1799,"D","SPNIX3.3 - SL","Operating System Software: SPNIX V3.3 - Base Server License. Umfasst 10 allgemeine Lizenzen f?r Systemverwaltung, Entwickler oder Benutzer. Keine Netzwerklizenz."
1799,"DK","SPNIX3.3 - SL","Operativsystemsoftware: SPNIX V3.3 - Basisserverlicens. Indeholder 10 generelle licenser til systemadministration, udviklere eller brugere. Ingen netv?rksbrugerlicens."
1799,"E","SPNIX3.3 - SL","Software del Sistema Operativo: SPNIX V3.3 - Licencia de Servidor Base. Incluye 10 licencias generales para la administraci?n del sistema, desarrolladores o usuarios. No hay licencia de usuario de red."
1799,"EL","SPNIX3.3 - SL","????????? ???????????? ??????????: SPNIX V3.3 - ?????? ????? server. ??????????????? 10 ??????? ?????? ??? ?????????? ??????????, ?????????? ????????? ??? ???????. ??? ???????? ?????? ??? ??????? ???????."
1799,"ESA","SPNIX3.3 - SL","Software del Sistema Operativo: SPNIX V3.3 - Licencia de Servidor Base. Incluye 10 licencias generales para la administraci?n del sistema, desarrolladores o usuarios. No hay licencia de usuario de red."
1799,"F","SPNIX3.3 - SL","Logiciel de syst?me d'exploitation : SPNIX V3.3 - Licence de serveur de base. Il comprend 10 licences g?n?rales pour les administrateurs syst?me, les d?veloppeurs ou les utilisateurs. Aucun octroi de licence d'utilisateur de r?seau."
1799,"FRC","SPNIX3.3 - SL","Logiciel de syst?me d'exploitation : SPNIX V3.3 - Licence de serveur de base. Il comprend 10 licences g?n?rales pour les administrateurs syst?me, les d?veloppeurs ou les utilisateurs. Aucun octroi de licence d'utilisateur de r?seau."
1799,"HU","SPNIX3.3 - SL","Oper?ci?s rendszer: SPNIX 3.3-as verzi? - alap kiszolg?l?licenc. Mag?ban foglal 10 ?ltal?nos licencet rendszeradminisztr?ci?hoz, fejleszt?knek vagy felhaszn?l?knak. Nincs h?l?zati felhaszn?l?i licenc."
1799,"I","SPNIX3.3 - SL","Software sistema operativo: SPNIX V3.3 - Licenza server base. Include 10 licenze generiche per amministratori di sistema, sviluppatori o utenti. Non include la licenza di rete."
1799,"IW","SPNIX3.3 - SL","????? ????? ??????: SPNIX V3.3 - Base Server License. ???? 10 ???????? ?????? ???? ????? ??????, ??????? ?? ????????. ??? ?????? ???????? ????."
1799,"JA","SPNIX3.3 - SL","????????????????????: SPNIX V3.3 - ????????????????????????????????????????10??????????????????????????????????"
1799,"KO","SPNIX3.3 - SL","?? ?? ?????: SPNIX V3.3 - ?? ?? ????. ??? ??, ??? ?? ???? ?? 10?? ?? ????? ?????. ???? ??? ????? ????."
1799,"N","SPNIX3.3 - SL","Operativsystemprogramvare: SPNIX V3.3 - Grunnleggende tjenerlisens. Inkluderer 10 generelle lisenser for systemadministrasjon, utviklere eller brukere. Ingen lisensiering av nettverksbrukere."
1799,"NL","SPNIX3.3 - SL","Besturingssysteemsoftware: SPNIX V3.3 - Basisserverlicentie. Bevat 10 algemene licenties voor systeembeheerder, ontwikkelaars of gebruikers. Geen netwerklicenties voor gebruikers."
1799,"PL","SPNIX3.3 - SL","System operacyjny: SPNIX V3.3 - Podstawowa licencja serwerowa. Zawiera 10 og?lnych licencji administracyjnych, programistycznych lub u?ytkownikowych. Bez licencji sieciowych."
1799,"PT","SPNIX3.3 - SL","Software do Sistema Operativo: SPNIX V3.3 - Licen?a do Servidor Base. Inclui 10 licen?as gerais para administra??o do sistema, programadores ou utilizadores. N?o inclui licen?as para utilizadores de rede."
1799,"PTB","SPNIX3.3 - SL","Software do Sistema Operacional: SPNIX V3.3 - Base Server License. Inclui 10 licen?as gerais para a administra??o do sistema, desenvolvedores ou usu?rios. N?o h? licen?a de usu?rio de rede."
1799,"RO","SPNIX3.3 - SL","Software sistem de operare: SPNIX V3.3 - licen?? server de baz?. Include 10 licen?e generale pentru administratori de sisteme, dezvoltatori sau utilizatori. F?r? licen?? de utilizator de re?ea."
1799,"RU","SPNIX3.3 - SL","??????????? ??????????? ???????????? ???????: SPNIX V3.3 - ???????? ??? ???????? ???????. ? ???????? ?????? 10 ????? ???????? ??? ?????????????? ???????, ????????????? ? ?????????????. ??? ???????? ??? ??????? ?????????????."
1799,"S","SPNIX3.3 - SL","Operativsystem: SPNIX V3.3 - licens f?r basserver. Inneh?ller 10 allm?nna licenser f?r systemadministration, utvecklare eller anv?ndare. Inga licenser f?r n?tverksanv?ndare."
1799,"SF","SPNIX3.3 - SL","K?ytt?j?rjestelm?ohjelmisto: SPNIX V3.3 - Peruspalvelinlisenssi. Sis?lt?? 10 yleislisenssi? j?rjestelm?nhallintaan, kehitt?jille tai k?ytt?jille. Ei verkkok?ytt?j?lisenssi?."
1799,"SK","SPNIX3.3 - SL","Opera?n? syst?m: SPNIX V3.3 - Base Server License. Obsahuje 10 v?eobecn?ch licenci? pre syst?mov? administr?ciu, v?voj?rov alebo pou??vate?ov. ?iadne licencovanie sie?ov?ch pou??vate?ov."
1799,"TH","SPNIX3.3 - SL","???????????????????????: SPNIX V3.3 - ????????????????????????????? ??????????????????? 10 ??????????????????????? ???????? ?????????? ??????????????????????????????????????"
1799,"TR","SPNIX3.3 - SL","??letim Sistemi Yaz?l?m?: SPNIX V3.3 - Ana Sunucu Lisans?. Sistem y?netimi, geli?tiriciler veya kullan?c?lar i?in 10 genel lisans i?erir. A? kullan?c?s? lisans? bulunmaz."
1799,"US","SPNIX3.3 - SL","Operating System Software: SPNIX V3.3 - Base Server License. Includes 10 general licenses for system administration, developers, or users. No network user licensing. "
1799,"ZHS","SPNIX3.3 - SL","??????: SPNIX V3.3 - ???????????? 10 ??????, ??????????????????????"
1799,"ZHT","SPNIX3.3 - SL","???????SPNIX 3.3 ? - ???????????????????????? 10 ???????????????????"
1801,"AR","SPNIX3.3 - AL","????? ???? ???????: SPNIX V3.3 - ????? ????? ?????? ?????? ???? ??????."
1801,"CA","SPNIX3.3 - AL","Software de Sistema Operatiu: SPNIX V3.3 - Llic?ncia d'administrador de sistemes addicional que inclou l'acc?s a xarxes."
1801,"CS","SPNIX3.3 - AL","Software opera?n?ho syst?mu: SPNIX V3.3 - Roz???en? licence pro spr?vce syst?mu, v?etn? p??stupu po s?ti."
1801,"D","SPNIX3.3 - AL","Operating System Software: SPNIX V3.3 - Zus?tzliche Systemadministrator-Lizenz, einschlie?lich Netzwerkzugriff."
1801,"DK","SPNIX3.3 - AL","Operativsystemsoftware: SPNIX V3.3 - Ekstra systemadministratorlicens, herunder netv?rksadgang."
1801,"E","SPNIX3.3 - AL","Software del Sistema Operativo: SPNIX V3.3 - Licencia de Administrador del Sistema adicional, incluido el acceso a la red."
1801,"EL","SPNIX3.3 - AL","????????? ???????????? ??????????: SPNIX V3.3 - ???????? ????? ??????????? ??????????, ????????????????? ???????? ???????."
1801,"ESA","SPNIX3.3 - AL","Software del Sistema Operativo: SPNIX V3.3 - Licencia de Administrador del Sistema adicional, incluido el acceso a la red."
1801,"F","SPNIX3.3 - AL","Logiciel de syst?me d'exploitation : SPNIX V3.3 - Licence d'administrateur syst?me suppl?mentaire, incluant l'acc?s au r?seau."
1801,"FRC","SPNIX3.3 - AL","Logiciel de syst?me d'exploitation : SPNIX V3.3 - Licence d'administrateur syst?me suppl?mentaire, incluant l'acc?s au r?seau."
1801,"HU","SPNIX3.3 - AL","Oper?ci?s rendszer: SPNIX 3.3-as verzi? - tov?bbi rendszeradminisztr?tori licenc h?l?zati hozz?f?r?ssel"
1801,"I","SPNIX3.3 - AL","Software sistema operativo: SPNIX V3.3 - Con licenza per amministratore di sistema che include l'accesso alla rete."
1801,"IW","SPNIX3.3 - AL","????? ????? ??????: SPNIX V3.3 - ?????? ???? ????? ????? , ???? ???? ????."
1801,"JA","SPNIX3.3 - AL","????????????????????: SPNIX V3.3 - ???????????????????????????????"
1801,"KO","SPNIX3.3 - AL","?? ?? ?????: SPNIX V3.3 - ???? ???? ??? ?? ??? ??? ????."
1801,"N","SPNIX3.3 - AL","Operativsystemprogramvare: SPNIX V3.3 - Ekstra systemadministratorlisens, inkludert nettverkstilgang."
1801,"NL","SPNIX3.3 - AL","Besturingssysteemsoftware: SPNIX V3.3 - extra licentie voor systeembeheerders, inclusief netwerktoegang."
1801,"PL","SPNIX3.3 - AL","System operacyjny: SPNIX V3.3 - Dodatkowa licencja administracyjna, zezwalaj?ca na dost?p sieciowy."
1801,"PT","SPNIX3.3 - AL","Software do Sistema Operativo: SPNIX V3.3 - Licen?a de administrador do sistema adicional com acesso ? rede."
1801,"PTB","SPNIX3.3 - AL","Software do Sistema Operacional: SPNIX V3.3 - Licen?a adicional do administrador de sistema, incluindo o acesso ? rede."
1801,"RO","SPNIX3.3 - AL","Software sistem de operare: SPNIX V3.3 - licen?? suplimentar? pentru administratori de sisteme, inclusiv acces re?ea."
1801,"RU","SPNIX3.3 - AL","??????????? ??????????? ???????????? ???????: SPNIX V3.3 - ?????????????? ???????? ?????????? ?????????????? ? ???????? ?? ????."
1801,"S","SPNIX3.3 - AL","Operativsystem: SPNIX V3.3 - extra licens f?r systemadministrat?r inklusive n?tverks?tkomst."
1801,"SF","SPNIX3.3 - AL","K?ytt?j?rjestelm?ohjelmisto: SPNIX V3.3 - J?rjestelm?nvalvojan lis?lisenssi, jossa on verkkok?ytt?oikeus."
1801,"SK","SPNIX3.3 - AL","Opera?n? syst?m: SPNIX V3.3 - dodato?n? licencia syst?mov?ho administr?tora vr?tane sie?ov?ho pr?stupu."
1801,"TH","SPNIX3.3 - AL","???????????????????????: SPNIX V3.3 - ?????????????????????????????????? ?????????????????????????"
1801,"TR","SPNIX3.3 - AL","??letim Sistemi Yaz?l?m?: SPNIX V3.3 - A? eri?imi dahil olmak ?zere, ek sistem y?neticisi lisans?."
1801,"US","SPNIX3.3 - AL","Operating System Software: SPNIX V3.3 - Additional system administrator license, including network access."
1801,"ZHS","SPNIX3.3 - AL","??????: SPNIX V3.3 - ?????????, ???????????"
1801,"ZHT","SPNIX3.3 - AL","???????SPNIX 3.3 ? - ???????????????????"
1803,"AR","SPNIX3.3 - DL","????? ???? ???????: SPNIX V3.3 - ????? ?????? ???????."
1803,"CA","SPNIX3.3 - DL","Software de Sistema Operatiu: SPNIX V3.3 - Llic?ncia de desenvolupador addicional."
1803,"CS","SPNIX3.3 - DL","Software opera?n?ho syst?mu: SPNIX V3.3 - Roz???en? licence pro v?voj??e."
1803,"D","SPNIX3.3 - DL","Operating System Software: SPNIX V3.3 - Zus?tzliche Entwicklerlizenz."
1803,"DK","SPNIX3.3 - DL","Operativsystemsoftware: SPNIX V3.3 - Ekstra udviklerlicens."
1803,"E","SPNIX3.3 - DL","Software del Sistema Operativo: SPNIX V3.3 - Licencia de desarrollador adicional."
1803,"EL","SPNIX3.3 - DL","????????? ???????????? ??????????: SPNIX V3.3 - ???????? ????? ????????? ?????????."
1803,"ESA","SPNIX3.3 - DL","Software del Sistema Operativo: SPNIX V3.3 - Licencia de desarrollador adicional."
1803,"F","SPNIX3.3 - DL","Logiciel de syst?me d'exploitation : SPNIX V3.3 - Licence de d?veloppeur suppl?mentaire."
1803,"FRC","SPNIX3.3 - DL","Logiciel de syst?me d'exploitation : SPNIX V3.3 - Licence de d?veloppeur suppl?mentaire."
1803,"HU","SPNIX3.3 - DL","Oper?ci?s rendszer: SPNIX 3.3-as verzi? - tov?bbi fejleszt?i licenc"
1803,"I","SPNIX3.3 - DL","Software sistema operativo: SPNIX V3.3 - Con licenza per sviluppatore."
1803,"IW","SPNIX3.3 - DL","????? ????? ??????: SPNIX V3.3 - ?????? ???? ?????."
1803,"JA","SPNIX3.3 - DL","????????????????????: SPNIX V3.3 - ????????????"
1803,"KO","SPNIX3.3 - DL","?? ?? ?????: SPNIX V3.3 - ?? ??? ????."
1803,"N","SPNIX3.3 - DL","Operativsystemprogramvare: SPNIX V3.3 - Ekstra utviklerlisens."
